date,store_id,product_id,product_name,category,closing_stock,reorder_level,issue_type,severity,recommendation,reason
2025-03-31,2,1429,Parle Biscuits 9,Snacks,302,41,Overstock,Low,Transfer Excess Inventory,Closing stock (302) exceeds overstock threshold (300)
2025-03-31,2,1430,Parle Biscuits 10,Snacks,303,52,Overstock,Low,Transfer Excess Inventory,Closing stock (303) exceeds overstock threshold (300)
2025-03-31,2,1438,Parle Biscuits 18,Snacks,330,49,Overstock,Low,Transfer Excess Inventory,Closing stock (330) exceeds overstock threshold (300)
2025-03-31,2,1445,Tata Tea Tea 5,Beverages,63,84,Understock,Medium,Reorder / Receive Inventory,Closing stock (63) below reorder level (84)
2025-03-31,2,1456,Tata Tea Tea 16,Beverages,345,48,Overstock,Low,Transfer Excess Inventory,Closing stock (345) exceeds overstock threshold (300)
2025-03-31,2,1457,Tata Tea Tea 17,Beverages,361,98,Overstock,Low,Transfer Excess Inventory,Closing stock (361) exceeds overstock threshold (300)
2025-03-31,2,1468,Red Label Tea 8,Beverages,352,60,Overstock,Low,Transfer Excess Inventory,Closing stock (352) exceeds overstock threshold (300)
2025-03-31,2,1469,Red Label Tea 9,Beverages,355,54,Overstock,Low,Transfer Excess Inventory,Closing stock (355) exceeds overstock threshold (300)
2025-03-31,2,1474,Red Label Tea 14,Beverages,55,74,Understock,Low,Reorder / Receive Inventory,Closing stock (55) below reorder level (74)
2025-03-31,2,1477,Red Label Tea 17,Beverages,90,100,Understock,Low,Reorder / Receive Inventory,Closing stock (90) below reorder level (100)
2025-03-31,2,1486,Nescafe Coffee 6,Beverages,349,55,Overstock,Low,Transfer Excess Inventory,Closing stock (349) exceeds overstock threshold (300)
2025-03-31,2,1501,Bru Coffee 1,Beverages,315,42,Overstock,Low,Transfer Excess Inventory,Closing stock (315) exceeds overstock threshold (300)
2025-03-31,2,1503,Bru Coffee 3,Beverages,39,67,Understock,Medium,Reorder / Receive Inventory,Closing stock (39) below reorder level (67)
2025-03-31,2,1509,Bru Coffee 9,Beverages,308,59,Overstock,Low,Transfer Excess Inventory,Closing stock (308) exceeds overstock threshold (300)
2025-03-31,2,1512,Bru Coffee 12,Beverages,386,59,Overstock,Low,Transfer Excess Inventory,Closing stock (386) exceeds overstock threshold (300)
2025-03-31,2,1525,Dove Soap 5,Personal Care,54,80,Understock,Medium,Reorder / Receive Inventory,Closing stock (54) below reorder level (80)
2025-03-31,2,1527,Dove Soap 7,Personal Care,47,49,Understock,Low,Reorder / Receive Inventory,Closing stock (47) below reorder level (49)
2025-03-31,2,1528,Dove Soap 8,Personal Care,305,69,Overstock,Low,Transfer Excess Inventory,Closing stock (305) exceeds overstock threshold (300)
2025-03-31,2,1531,Dove Soap 11,Personal Care,349,83,Overstock,Low,Transfer Excess Inventory,Closing stock (349) exceeds overstock threshold (300)
2025-03-31,2,1532,Dove Soap 12,Personal Care,367,64,Overstock,Low,Transfer Excess Inventory,Closing stock (367) exceeds overstock threshold (300)
2025-03-31,2,1535,Dove Soap 15,Personal Care,382,81,Overstock,Low,Transfer Excess Inventory,Closing stock (382) exceeds overstock threshold (300)
2025-03-31,2,1537,Dove Soap 17,Personal Care,301,24,Overstock,Low,Transfer Excess Inventory,Closing stock (301) exceeds overstock threshold (300)
2025-03-31,2,1543,Lux Soap 3,Personal Care,333,68,Overstock,Low,Transfer Excess Inventory,Closing stock (333) exceeds overstock threshold (300)
2025-03-31,2,1545,Lux Soap 5,Personal Care,357,50,Overstock,Low,Transfer Excess Inventory,Closing stock (357) exceeds overstock threshold (300)
2025-03-31,2,1548,Lux Soap 8,Personal Care,356,42,Overstock,Low,Transfer Excess Inventory,Closing stock (356) exceeds overstock threshold (300)
2025-03-31,2,1552,Lux Soap 12,Personal Care,332,34,Overstock,Low,Transfer Excess Inventory,Closing stock (332) exceeds overstock threshold (300)
2025-03-31,2,1554,Lux Soap 14,Personal Care,342,31,Overstock,Low,Transfer Excess Inventory,Closing stock (342) exceeds overstock threshold (300)
2025-03-31,2,1556,Lux Soap 16,Personal Care,313,88,Overstock,Low,Transfer Excess Inventory,Closing stock (313) exceeds overstock threshold (300)
2025-03-31,2,1560,Lux Soap 20,Personal Care,311,64,Overstock,Low,Transfer Excess Inventory,Closing stock (311) exceeds overstock threshold (300)
2025-03-31,2,1565,Lifebuoy Soap 5,Personal Care,311,57,Overstock,Low,Transfer Excess Inventory,Closing stock (311) exceeds overstock threshold (300)
2025-03-31,2,1568,Lifebuoy Soap 8,Personal Care,64,85,Understock,Medium,Reorder / Receive Inventory,Closing stock (64) below reorder level (85)
2025-03-31,2,1573,Lifebuoy Soap 13,Personal Care,309,69,Overstock,Low,Transfer Excess Inventory,Closing stock (309) exceeds overstock threshold (300)
2025-03-31,2,1577,Lifebuoy Soap 17,Personal Care,70,98,Understock,Medium,Reorder / Receive Inventory,Closing stock (70) below reorder level (98)
2025-03-31,2,1578,Lifebuoy Soap 18,Personal Care,367,64,Overstock,Low,Transfer Excess Inventory,Closing stock (367) exceeds overstock threshold (300)
2025-03-31,2,1581,Clinic Plus Shampoo 1,Personal Care,311,66,Overstock,Low,Transfer Excess Inventory,Closing stock (311) exceeds overstock threshold (300)
2025-03-31,2,1589,Clinic Plus Shampoo 9,Personal Care,348,41,Overstock,Low,Transfer Excess Inventory,Closing stock (348) exceeds overstock threshold (300)
2025-03-31,2,1592,Clinic Plus Shampoo 12,Personal Care,67,90,Understock,Medium,Reorder / Receive Inventory,Closing stock (67) below reorder level (90)
2025-03-31,2,1595,Clinic Plus Shampoo 15,Personal Care,390,47,Overstock,Low,Transfer Excess Inventory,Closing stock (390) exceeds overstock threshold (300)
2025-03-31,2,1597,Clinic Plus Shampoo 17,Personal Care,75,81,Understock,Low,Reorder / Receive Inventory,Closing stock (75) below reorder level (81)
2025-03-31,2,1598,Clinic Plus Shampoo 18,Personal Care,357,37,Overstock,Low,Transfer Excess Inventory,Closing stock (357) exceeds overstock threshold (300)
2025-03-31,2,1603,Pantene Shampoo 3,Personal Care,367,48,Overstock,Low,Transfer Excess Inventory,Closing stock (367) exceeds overstock threshold (300)
2025-03-31,2,1613,Pantene Shampoo 13,Personal Care,355,74,Overstock,Low,Transfer Excess Inventory,Closing stock (355) exceeds overstock threshold (300)
2025-03-31,2,1616,Pantene Shampoo 16,Personal Care,333,76,Overstock,Low,Transfer Excess Inventory,Closing stock (333) exceeds overstock threshold (300)
2025-03-31,2,1617,Pantene Shampoo 17,Personal Care,337,51,Overstock,Low,Transfer Excess Inventory,Closing stock (337) exceeds overstock threshold (300)
2025-03-31,2,1620,Pantene Shampoo 20,Personal Care,81,86,Understock,Low,Reorder / Receive Inventory,Closing stock (81) below reorder level (86)
2025-03-31,2,1625,Head & Shoulders Shampoo 5,Personal Care,54,77,Understock,Medium,Reorder / Receive Inventory,Closing stock (54) below reorder level (77)
2025-03-31,2,1632,Head & Shoulders Shampoo 12,Personal Care,71,98,Understock,Medium,Reorder / Receive Inventory,Closing stock (71) below reorder level (98)
2025-03-31,2,1633,Head & Shoulders Shampoo 13,Personal Care,335,69,Overstock,Low,Transfer Excess Inventory,Closing stock (335) exceeds overstock threshold (300)
2025-03-31,2,1641,Colgate Toothpaste 1,Personal Care,375,53,Overstock,Low,Transfer Excess Inventory,Closing stock (375) exceeds overstock threshold (300)
2025-03-31,2,1644,Colgate Toothpaste 4,Personal Care,366,94,Overstock,Low,Transfer Excess Inventory,Closing stock (366) exceeds overstock threshold (300)
2025-03-31,2,1645,Colgate Toothpaste 5,Personal Care,375,87,Overstock,Low,Transfer Excess Inventory,Closing stock (375) exceeds overstock threshold (300)
2025-03-31,2,1646,Colgate Toothpaste 6,Personal Care,375,84,Overstock,Low,Transfer Excess Inventory,Closing stock (375) exceeds overstock threshold (300)
2025-03-31,2,1649,Colgate Toothpaste 9,Personal Care,352,25,Overstock,Low,Transfer Excess Inventory,Closing stock (352) exceeds overstock threshold (300)
2025-03-31,2,1654,Colgate Toothpaste 14,Personal Care,317,59,Overstock,Low,Transfer Excess Inventory,Closing stock (317) exceeds overstock threshold (300)
2025-03-31,2,1657,Colgate Toothpaste 17,Personal Care,349,43,Overstock,Low,Transfer Excess Inventory,Closing stock (349) exceeds overstock threshold (300)
2025-03-31,2,1658,Colgate Toothpaste 18,Personal Care,332,77,Overstock,Low,Transfer Excess Inventory,Closing stock (332) exceeds overstock threshold (300)
2025-03-31,2,1659,Colgate Toothpaste 19,Personal Care,354,27,Overstock,Low,Transfer Excess Inventory,Closing stock (354) exceeds overstock threshold (300)
2025-03-31,2,1666,Pepsodent Toothpaste 6,Personal Care,61,81,Understock,Low,Reorder / Receive Inventory,Closing stock (61) below reorder level (81)
2025-03-31,2,1667,Pepsodent Toothpaste 7,Personal Care,356,20,Overstock,Low,Transfer Excess Inventory,Closing stock (356) exceeds overstock threshold (300)
2025-03-31,2,1671,Pepsodent Toothpaste 11,Personal Care,317,74,Overstock,Low,Transfer Excess Inventory,Closing stock (317) exceeds overstock threshold (300)
2025-03-31,2,1672,Pepsodent Toothpaste 12,Personal Care,342,82,Overstock,Low,Transfer Excess Inventory,Closing stock (342) exceeds overstock threshold (300)
2025-03-31,2,1675,Pepsodent Toothpaste 15,Personal Care,303,72,Overstock,Low,Transfer Excess Inventory,Closing stock (303) exceeds overstock threshold (300)
2025-03-31,2,1677,Pepsodent Toothpaste 17,Personal Care,336,81,Overstock,Low,Transfer Excess Inventory,Closing stock (336) exceeds overstock threshold (300)
2025-03-31,2,1678,Pepsodent Toothpaste 18,Personal Care,324,59,Overstock,Low,Transfer Excess Inventory,Closing stock (324) exceeds overstock threshold (300)
2025-03-31,2,1679,Pepsodent Toothpaste 19,Personal Care,356,76,Overstock,Low,Transfer Excess Inventory,Closing stock (356) exceeds overstock threshold (300)
2025-03-31,2,1681,Surf Excel Detergent 1,Household,360,56,Overstock,Low,Transfer Excess Inventory,Closing stock (360) exceeds overstock threshold (300)
2025-03-31,2,1682,Surf Excel Detergent 2,Household,355,67,Overstock,Low,Transfer Excess Inventory,Closing stock (355) exceeds overstock threshold (300)
2025-03-31,2,1691,Surf Excel Detergent 11,Household,335,39,Overstock,Low,Transfer Excess Inventory,Closing stock (335) exceeds overstock threshold (300)
2025-03-31,2,1694,Surf Excel Detergent 14,Household,302,77,Overstock,Low,Transfer Excess Inventory,Closing stock (302) exceeds overstock threshold (300)
2025-03-31,2,1702,Ariel Detergent 2,Household,308,49,Overstock,Low,Transfer Excess Inventory,Closing stock (308) exceeds overstock threshold (300)
2025-03-31,2,1705,Ariel Detergent 5,Household,71,80,Understock,Low,Reorder / Receive Inventory,Closing stock (71) below reorder level (80)
2025-03-31,2,1709,Ariel Detergent 9,Household,387,66,Overstock,Low,Transfer Excess Inventory,Closing stock (387) exceeds overstock threshold (300)
2025-03-31,2,1710,Ariel Detergent 10,Household,326,89,Overstock,Low,Transfer Excess Inventory,Closing stock (326) exceeds overstock threshold (300)
2025-03-31,2,1711,Ariel Detergent 11,Household,67,97,Understock,Medium,Reorder / Receive Inventory,Closing stock (67) below reorder level (97)
2025-03-31,2,1719,Ariel Detergent 19,Household,337,92,Overstock,Low,Transfer Excess Inventory,Closing stock (337) exceeds overstock threshold (300)
2025-03-31,2,1722,Wheel Detergent 2,Household,57,87,Understock,Medium,Reorder / Receive Inventory,Closing stock (57) below reorder level (87)
2025-03-31,2,1723,Wheel Detergent 3,Household,348,48,Overstock,Low,Transfer Excess Inventory,Closing stock (348) exceeds overstock threshold (300)
2025-03-31,2,1724,Wheel Detergent 4,Household,352,32,Overstock,Low,Transfer Excess Inventory,Closing stock (352) exceeds overstock threshold (300)
2025-03-31,2,1735,Wheel Detergent 15,Household,45,79,Understock,Medium,Reorder / Receive Inventory,Closing stock (45) below reorder level (79)
2025-03-31,2,1740,Wheel Detergent 20,Household,88,93,Understock,Low,Reorder / Receive Inventory,Closing stock (88) below reorder level (93)
2025-03-31,2,1741,Vim Dishwash 1,Household,339,31,Overstock,Low,Transfer Excess Inventory,Closing stock (339) exceeds overstock threshold (300)
2025-03-31,2,1742,Vim Dishwash 2,Household,348,56,Overstock,Low,Transfer Excess Inventory,Closing stock (348) exceeds overstock threshold (300)
2025-03-31,2,1743,Vim Dishwash 3,Household,326,73,Overstock,Low,Transfer Excess Inventory,Closing stock (326) exceeds overstock threshold (300)
2025-03-31,2,1744,Vim Dishwash 4,Household,366,61,Overstock,Low,Transfer Excess Inventory,Closing stock (366) exceeds overstock threshold (300)
2025-03-31,2,1751,Vim Dishwash 11,Household,340,26,Overstock,Low,Transfer Excess Inventory,Closing stock (340) exceeds overstock threshold (300)
2025-03-31,2,1752,Vim Dishwash 12,Household,316,35,Overstock,Low,Transfer Excess Inventory,Closing stock (316) exceeds overstock threshold (300)
2025-03-31,2,1754,Vim Dishwash 14,Household,379,51,Overstock,Low,Transfer Excess Inventory,Closing stock (379) exceeds overstock threshold (300)
2025-03-31,2,1755,Vim Dishwash 15,Household,330,63,Overstock,Low,Transfer Excess Inventory,Closing stock (330) exceeds overstock threshold (300)
2025-03-31,2,1762,Pril Dishwash 2,Household,71,92,Understock,Medium,Reorder / Receive Inventory,Closing stock (71) below reorder level (92)
2025-03-31,2,1766,Pril Dishwash 6,Household,304,63,Overstock,Low,Transfer Excess Inventory,Closing stock (304) exceeds overstock threshold (300)
2025-03-31,2,1767,Pril Dishwash 7,Household,320,53,Overstock,Low,Transfer Excess Inventory,Closing stock (320) exceeds overstock threshold (300)
2025-03-31,2,1768,Pril Dishwash 8,Household,66,90,Understock,Medium,Reorder / Receive Inventory,Closing stock (66) below reorder level (90)
2025-03-31,2,1770,Pril Dishwash 10,Household,49,82,Understock,Medium,Reorder / Receive Inventory,Closing stock (49) below reorder level (82)
2025-03-31,2,1773,Pril Dishwash 13,Household,306,42,Overstock,Low,Transfer Excess Inventory,Closing stock (306) exceeds overstock threshold (300)
2025-03-31,3,1003,India Gate Rice 3,Grocery,305,49,Overstock,Low,Transfer Excess Inventory,Closing stock (305) exceeds overstock threshold (300)
2025-03-31,3,1006,India Gate Rice 6,Grocery,329,60,Overstock,Low,Transfer Excess Inventory,Closing stock (329) exceeds overstock threshold (300)
2025-03-31,3,1011,India Gate Rice 11,Grocery,320,29,Overstock,Low,Transfer Excess Inventory,Closing stock (320) exceeds overstock threshold (300)
2025-03-31,3,1013,India Gate Rice 13,Grocery,54,58,Understock,Low,Reorder / Receive Inventory,Closing stock (54) below reorder level (58)
2025-03-31,3,1021,Daawat Rice 1,Grocery,329,70,Overstock,Low,Transfer Excess Inventory,Closing stock (329) exceeds overstock threshold (300)
2025-03-31,3,1025,Daawat Rice 5,Grocery,336,38,Overstock,Low,Transfer Excess Inventory,Closing stock (336) exceeds overstock threshold (300)
2025-03-31,3,1026,Daawat Rice 6,Grocery,341,88,Overstock,Low,Transfer Excess Inventory,Closing stock (341) exceeds overstock threshold (300)
2025-03-31,3,1027,Daawat Rice 7,Grocery,345,79,Overstock,Low,Transfer Excess Inventory,Closing stock (345) exceeds overstock threshold (300)
2025-03-31,3,1031,Daawat Rice 11,Grocery,320,83,Overstock,Low,Transfer Excess Inventory,Closing stock (320) exceeds overstock threshold (300)
2025-03-31,3,1035,Daawat Rice 15,Grocery,338,87,Overstock,Low,Transfer Excess Inventory,Closing stock (338) exceeds overstock threshold (300)
2025-03-31,3,1040,Daawat Rice 20,Grocery,322,64,Overstock,Low,Transfer Excess Inventory,Closing stock (322) exceeds overstock threshold (300)
2025-03-31,3,1044,Fortune Rice 4,Grocery,69,95,Understock,Medium,Reorder / Receive Inventory,Closing stock (69) below reorder level (95)
2025-03-31,3,1048,Fortune Rice 8,Grocery,339,23,Overstock,Low,Transfer Excess Inventory,Closing stock (339) exceeds overstock threshold (300)
2025-03-31,3,1050,Fortune Rice 10,Grocery,322,86,Overstock,Low,Transfer Excess Inventory,Closing stock (322) exceeds overstock threshold (300)
2025-03-31,3,1052,Fortune Rice 12,Grocery,317,49,Overstock,Low,Transfer Excess Inventory,Closing stock (317) exceeds overstock threshold (300)
2025-03-31,3,1053,Fortune Rice 13,Grocery,87,90,Understock,Low,Reorder / Receive Inventory,Closing stock (87) below reorder level (90)
2025-03-31,3,1061,Aashirvaad Atta 1,Grocery,353,52,Overstock,Low,Transfer Excess Inventory,Closing stock (353) exceeds overstock threshold (300)
2025-03-31,3,1065,Aashirvaad Atta 5,Grocery,360,66,Overstock,Low,Transfer Excess Inventory,Closing stock (360) exceeds overstock threshold (300)
2025-03-31,3,1068,Aashirvaad Atta 8,Grocery,344,87,Overstock,Low,Transfer Excess Inventory,Closing stock (344) exceeds overstock threshold (300)
2025-03-31,3,1069,Aashirvaad Atta 9,Grocery,359,55,Overstock,Low,Transfer Excess Inventory,Closing stock (359) exceeds overstock threshold (300)
2025-03-31,3,1073,Aashirvaad Atta 13,Grocery,348,45,Overstock,Low,Transfer Excess Inventory,Closing stock (348) exceeds overstock threshold (300)
2025-03-31,3,1074,Aashirvaad Atta 14,Grocery,354,73,Overstock,Low,Transfer Excess Inventory,Closing stock (354) exceeds overstock threshold (300)
2025-03-31,3,1094,Fortune Atta 14,Grocery,346,50,Overstock,Low,Transfer Excess Inventory,Closing stock (346) exceeds overstock threshold (300)
2025-03-31,3,1096,Fortune Atta 16,Grocery,303,72,Overstock,Low,Transfer Excess Inventory,Closing stock (303) exceeds overstock threshold (300)
2025-03-31,3,1098,Fortune Atta 18,Grocery,360,58,Overstock,Low,Transfer Excess Inventory,Closing stock (360) exceeds overstock threshold (300)
2025-03-31,3,1099,Fortune Atta 19,Grocery,352,58,Overstock,Low,Transfer Excess Inventory,Closing stock (352) exceeds overstock threshold (300)
2025-03-31,3,1100,Fortune Atta 20,Grocery,308,27,Overstock,Low,Transfer Excess Inventory,Closing stock (308) exceeds overstock threshold (300)
2025-03-31,3,1109,Pillsbury Atta 9,Grocery,312,30,Overstock,Low,Transfer Excess Inventory,Closing stock (312) exceeds overstock threshold (300)
2025-03-31,3,1111,Pillsbury Atta 11,Grocery,44,72,Understock,Medium,Reorder / Receive Inventory,Closing stock (44) below reorder level (72)
2025-03-31,3,1112,Pillsbury Atta 12,Grocery,309,36,Overstock,Low,Transfer Excess Inventory,Closing stock (309) exceeds overstock threshold (300)
2025-03-31,3,1114,Pillsbury Atta 14,Grocery,355,44,Overstock,Low,Transfer Excess Inventory,Closing stock (355) exceeds overstock threshold (300)
2025-03-31,3,1116,Pillsbury Atta 16,Grocery,351,21,Overstock,Low,Transfer Excess Inventory,Closing stock (351) exceeds overstock threshold (300)
2025-03-31,3,1121,Fortune Oil 1,Grocery,381,49,Overstock,Low,Transfer Excess Inventory,Closing stock (381) exceeds overstock threshold (300)
2025-03-31,3,1122,Fortune Oil 2,Grocery,352,43,Overstock,Low,Transfer Excess Inventory,Closing stock (352) exceeds overstock threshold (300)
2025-03-31,3,1127,Fortune Oil 7,Grocery,313,25,Overstock,Low,Transfer Excess Inventory,Closing stock (313) exceeds overstock threshold (300)
2025-03-31,3,1139,Fortune Oil 19,Grocery,361,100,Overstock,Low,Transfer Excess Inventory,Closing stock (361) exceeds overstock threshold (300)
2025-03-31,3,1149,Saffola Oil 9,Grocery,352,98,Overstock,Low,Transfer Excess Inventory,Closing stock (352) exceeds overstock threshold (300)
2025-03-31,3,1151,Saffola Oil 11,Grocery,84,97,Understock,Low,Reorder / Receive Inventory,Closing stock (84) below reorder level (97)
2025-03-31,3,1154,Saffola Oil 14,Grocery,322,39,Overstock,Low,Transfer Excess Inventory,Closing stock (322) exceeds overstock threshold (300)
2025-03-31,3,1155,Saffola Oil 15,Grocery,316,45,Overstock,Low,Transfer Excess Inventory,Closing stock (316) exceeds overstock threshold (300)
2025-03-31,3,1158,Saffola Oil 18,Grocery,355,63,Overstock,Low,Transfer Excess Inventory,Closing stock (355) exceeds overstock threshold (300)
2025-03-31,3,1160,Saffola Oil 20,Grocery,312,86,Overstock,Low,Transfer Excess Inventory,Closing stock (312) exceeds overstock threshold (300)
2025-03-31,3,1161,Dhara Oil 1,Grocery,325,53,Overstock,Low,Transfer Excess Inventory,Closing stock (325) exceeds overstock threshold (300)
2025-03-31,3,1164,Dhara Oil 4,Grocery,355,52,Overstock,Low,Transfer Excess Inventory,Closing stock (355) exceeds overstock threshold (300)
2025-03-31,3,1165,Dhara Oil 5,Grocery,61,79,Understock,Low,Reorder / Receive Inventory,Closing stock (61) below reorder level (79)
2025-03-31,3,1169,Dhara Oil 9,Grocery,331,40,Overstock,Low,Transfer Excess Inventory,Closing stock (331) exceeds overstock threshold (300)
2025-03-31,3,1174,Dhara Oil 14,Grocery,376,98,Overstock,Low,Transfer Excess Inventory,Closing stock (376) exceeds overstock threshold (300)
2025-03-31,3,1175,Dhara Oil 15,Grocery,323,57,Overstock,Low,Transfer Excess Inventory,Closing stock (323) exceeds overstock threshold (300)
2025-03-31,3,1178,Dhara Oil 18,Grocery,366,96,Overstock,Low,Transfer Excess Inventory,Closing stock (366) exceeds overstock threshold (300)
2025-03-31,3,1180,Dhara Oil 20,Grocery,328,40,Overstock,Low,Transfer Excess Inventory,Closing stock (328) exceeds overstock threshold (300)
2025-03-31,3,1181,Madhur Sugar 1,Grocery,55,87,Understock,Medium,Reorder / Receive Inventory,Closing stock (55) below reorder level (87)
2025-03-31,3,1193,Madhur Sugar 13,Grocery,349,96,Overstock,Low,Transfer Excess Inventory,Closing stock (349) exceeds overstock threshold (300)
2025-03-31,3,1201,Trust Sugar 1,Grocery,301,93,Overstock,Low,Transfer Excess Inventory,Closing stock (301) exceeds overstock threshold (300)
2025-03-31,3,1202,Trust Sugar 2,Grocery,78,88,Understock,Low,Reorder / Receive Inventory,Closing stock (78) below reorder level (88)
2025-03-31,3,1209,Trust Sugar 9,Grocery,302,54,Overstock,Low,Transfer Excess Inventory,Closing stock (302) exceeds overstock threshold (300)
2025-03-31,3,1213,Trust Sugar 13,Grocery,332,39,Overstock,Low,Transfer Excess Inventory,Closing stock (332) exceeds overstock threshold (300)
2025-03-31,3,1217,Trust Sugar 17,Grocery,85,90,Understock,Low,Reorder / Receive Inventory,Closing stock (85) below reorder level (90)
2025-03-31,3,1235,Organic India Sugar 15,Grocery,323,44,Overstock,Low,Transfer Excess Inventory,Closing stock (323) exceeds overstock threshold (300)
2025-03-31,3,1238,Organic India Sugar 18,Grocery,341,41,Overstock,Low,Transfer Excess Inventory,Closing stock (341) exceeds overstock threshold (300)
2025-03-31,3,1242,Amul Milk 2,Dairy,80,89,Understock,Low,Reorder / Receive Inventory,Closing stock (80) below reorder level (89)
2025-03-31,3,1245,Amul Milk 5,Dairy,329,35,Overstock,Low,Transfer Excess Inventory,Closing stock (329) exceeds overstock threshold (300)
2025-03-31,3,1246,Amul Milk 6,Dairy,351,74,Overstock,Low,Transfer Excess Inventory,Closing stock (351) exceeds overstock threshold (300)
2025-03-31,3,1253,Amul Milk 13,Dairy,304,59,Overstock,Low,Transfer Excess Inventory,Closing stock (304) exceeds overstock threshold (300)
2025-03-31,3,1255,Amul Milk 15,Dairy,381,94,Overstock,Low,Transfer Excess Inventory,Closing stock (381) exceeds overstock threshold (300)
2025-03-31,3,1259,Amul Milk 19,Dairy,343,88,Overstock,Low,Transfer Excess Inventory,Closing stock (343) exceeds overstock threshold (300)
2025-03-31,3,1260,Amul Milk 20,Dairy,389,82,Overstock,Low,Transfer Excess Inventory,Closing stock (389) exceeds overstock threshold (300)
2025-03-31,3,1261,Mother Dairy Milk 1,Dairy,328,77,Overstock,Low,Transfer Excess Inventory,Closing stock (328) exceeds overstock threshold (300)
2025-03-31,3,1264,Mother Dairy Milk 4,Dairy,348,32,Overstock,Low,Transfer Excess Inventory,Closing stock (348) exceeds overstock threshold (300)
2025-03-31,3,1265,Mother Dairy Milk 5,Dairy,364,40,Overstock,Low,Transfer Excess Inventory,Closing stock (364) exceeds overstock threshold (300)
2025-03-31,3,1271,Mother Dairy Milk 11,Dairy,311,56,Overstock,Low,Transfer Excess Inventory,Closing stock (311) exceeds overstock threshold (300)
2025-03-31,3,1272,Mother Dairy Milk 12,Dairy,339,52,Overstock,Low,Transfer Excess Inventory,Closing stock (339) exceeds overstock threshold (300)
2025-03-31,3,1281,Amul Butter 1,Dairy,323,73,Overstock,Low,Transfer Excess Inventory,Closing stock (323) exceeds overstock threshold (300)
2025-03-31,3,1290,Amul Butter 10,Dairy,357,28,Overstock,Low,Transfer Excess Inventory,Closing stock (357) exceeds overstock threshold (300)
2025-03-31,3,1294,Amul Butter 14,Dairy,335,54,Overstock,Low,Transfer Excess Inventory,Closing stock (335) exceeds overstock threshold (300)
2025-03-31,3,1297,Amul Butter 17,Dairy,327,22,Overstock,Low,Transfer Excess Inventory,Closing stock (327) exceeds overstock threshold (300)
2025-03-31,3,1306,Britannia Butter 6,Dairy,306,100,Overstock,Low,Transfer Excess Inventory,Closing stock (306) exceeds overstock threshold (300)
2025-03-31,3,1308,Britannia Butter 8,Dairy,326,91,Overstock,Low,Transfer Excess Inventory,Closing stock (326) exceeds overstock threshold (300)
2025-03-31,3,1319,Britannia Butter 19,Dairy,309,63,Overstock,Low,Transfer Excess Inventory,Closing stock (309) exceeds overstock threshold (300)
2025-03-31,3,1334,Amul Cheese 14,Dairy,355,75,Overstock,Low,Transfer Excess Inventory,Closing stock (355) exceeds overstock threshold (300)
2025-03-31,3,1338,Amul Cheese 18,Dairy,337,70,Overstock,Low,Transfer Excess Inventory,Closing stock (337) exceeds overstock threshold (300)
2025-03-31,3,1340,Amul Cheese 20,Dairy,338,88,Overstock,Low,Transfer Excess Inventory,Closing stock (338) exceeds overstock threshold (300)
2025-03-31,3,1341,Britannia Cheese 1,Dairy,372,64,Overstock,Low,Transfer Excess Inventory,Closing stock (372) exceeds overstock threshold (300)
2025-03-31,3,1342,Britannia Cheese 2,Dairy,331,53,Overstock,Low,Transfer Excess Inventory,Closing stock (331) exceeds overstock threshold (300)
2025-03-31,3,1343,Britannia Cheese 3,Dairy,382,27,Overstock,Low,Transfer Excess Inventory,Closing stock (382) exceeds overstock threshold (300)
2025-03-31,3,1344,Britannia Cheese 4,Dairy,373,81,Overstock,Low,Transfer Excess Inventory,Closing stock (373) exceeds overstock threshold (300)
2025-03-31,3,1356,Britannia Cheese 16,Dairy,330,61,Overstock,Low,Transfer Excess Inventory,Closing stock (330) exceeds overstock threshold (300)
2025-03-31,3,1360,Britannia Cheese 20,Dairy,355,74,Overstock,Low,Transfer Excess Inventory,Closing stock (355) exceeds overstock threshold (300)
2025-03-31,3,1365,Lay's Chips 5,Snacks,370,76,Overstock,Low,Transfer Excess Inventory,Closing stock (370) exceeds overstock threshold (300)
2025-03-31,3,1366,Lay's Chips 6,Snacks,345,93,Overstock,Low,Transfer Excess Inventory,Closing stock (345) exceeds overstock threshold (300)
2025-03-31,3,1369,Lay's Chips 9,Snacks,62,91,Understock,Medium,Reorder / Receive Inventory,Closing stock (62) below reorder level (91)
2025-03-31,3,1370,Lay's Chips 10,Snacks,311,34,Overstock,Low,Transfer Excess Inventory,Closing stock (311) exceeds overstock threshold (300)
2025-03-31,3,1371,Lay's Chips 11,Snacks,321,52,Overstock,Low,Transfer Excess Inventory,Closing stock (321) exceeds overstock threshold (300)
2025-03-31,3,1374,Lay's Chips 14,Snacks,44,82,Understock,Medium,Reorder / Receive Inventory,Closing stock (44) below reorder level (82)
2025-03-31,3,1376,Lay's Chips 16,Snacks,361,53,Overstock,Low,Transfer Excess Inventory,Closing stock (361) exceeds overstock threshold (300)
2025-03-31,3,1378,Lay's Chips 18,Snacks,304,47,Overstock,Low,Transfer Excess Inventory,Closing stock (304) exceeds overstock threshold (300)
2025-03-31,3,1379,Lay's Chips 19,Snacks,337,96,Overstock,Low,Transfer Excess Inventory,Closing stock (337) exceeds overstock threshold (300)
